account_id,anomaly_score,score_normalized,is_anomaly
96,0.6582811727545084,1.0,True
2335,0.6309804144702541,0.9042932334977445,True
5442,0.630328541067897,0.9020079967706607,True
2982,0.6301647799735842,0.9014339085108268,True
3050,0.6203347466263821,0.8669733013557257,True
3326,0.6185892773656235,0.8608543057865574,True
8341,0.6184437798714517,0.8603442432250573,True
3273,0.6141834259914685,0.8454089549900891,True
5952,0.6126222680048213,0.8399360893156091,True
6083,0.6115426731999951,0.8361514131968456,True
2471,0.6105129160774161,0.832541450299165,True
1132,0.6094845127280708,0.8289362332498388,True
5661,0.6094426624266516,0.8287895209503386,True
3255,0.6079094794027174,0.823414725563739,True
5366,0.6072379545330369,0.8210605977686862,True
2932,0.6069132258155753,0.8199222141672096,True
1828,0.6061349455588148,0.8171938398842852,True
2080,0.6042831943452116,0.8107022575196005,True
7049,0.6039687161852715,0.8095998087337436,True
9790,0.6018273736976401,0.8020930221701155,True
7133,0.6016072384545939,0.8013213061582093,True
441,0.601327065300747,0.8003391185450949,True
5708,0.6005239970009671,0.7975238461833482,True
3293,0.600122693096208,0.7961170171601639,True
4130,0.5993280924828263,0.7933314295008154,True
4059,0.5987962526259727,0.7914669877711571,True
3705,0.5986662854667596,0.7910113690505978,True
1404,0.5985082234590344,0.7904572597651076,True
10650,0.5979297654028527,0.788429391178532,True
4127,0.5960210554998152,0.7817381318695951,True
3678,0.5957802137340622,0.7808938261401015,True
8856,0.5954687272618845,0.7798018651494606,True
10679,0.5949903314866531,0.7781247793967861,True
4318,0.5946333625485031,0.7768733730271765,True
5129,0.5941962466562501,0.775340999889453,True
378,0.5940447283740473,0.774809830582556,True
5215,0.5939341493268682,0.774422179699814,True
3558,0.5938093216646549,0.7739845782311635,True
2959,0.5938065042222825,0.773974701278426,True
8261,0.5934018322944103,0.7725560651618893,True
3112,0.5928200268127928,0.7705164616901052,True
1789,0.5922664073008951,0.7685756682218576,True
5422,0.5917298499074688,0.7666946884837481,True
2796,0.5916331179211988,0.7663555804807084,True
3834,0.5915920460418506,0.7662115970526416,True
339,0.5908328688010012,0.7635501911617398,True
4361,0.590390240619808,0.7619984938959097,True
5429,0.5894391921187032,0.7586644554827695,True
3521,0.5889919031849766,0.7570964192731707,True
472,0.5885120588944273,0.7554142555400287,True
10079,0.5884425569027898,0.7551706062312502,True
3113,0.5868036784899859,0.7494252803341936,True
3374,0.5863873671313677,0.7479658405055759,True
756,0.5859731125802182,0.746513611113756,True
5228,0.5859029352113427,0.7462675941721466,True
2170,0.5856227999354774,0.7452855393457885,True
3516,0.585219086922689,0.7438702648451111,True
803,0.584761899296509,0.7422675273339057,True
9265,0.5838656097277567,0.7391254542976244,True
2176,0.5827973846845815,0.7353806365268305,True
2099,0.5826861573397996,0.7349907129428451,True
10789,0.582568340345096,0.7345776883856262,True
5092,0.581712176064819,0.7315762803658605,True
10857,0.5813524801725671,0.7303153142632662,True
3711,0.5812841131509837,0.7300756437565715,True
8127,0.5812259902512679,0.7298718855043786,True
10036,0.5807332920279871,0.728144660446355,True
10243,0.5806319147126837,0.7277892675688626,True
7957,0.5800922502172388,0.725897395434128,True
2089,0.5792410338733668,0.7229133331228315,True
4618,0.5792394773050064,0.7229078763467571,True
2260,0.5791163486381208,0.722476230952565,True
8212,0.5790935889377273,0.7223964435229069,True
1539,0.5788816243615226,0.7216533709682783,True
1407,0.5781786309868088,0.7191889257662134,True
5250,0.5778214595055501,0.7179368093523698,True
5180,0.5776690467130577,0.7174025042099579,True
8260,0.5776660176689826,0.7173918854567715,True
2532,0.5775593231009072,0.7170178521787381,True
1897,0.5775589972522018,0.7170167098688568,True
2305,0.5775153839703057,0.7168638171856803,True
8931,0.5767552704447925,0.7141991290131375,True
5125,0.5766940789088093,0.7139846132115881,True
1538,0.5766010881676037,0.7136586206855647,True
97,0.5765462710389851,0.7134664512932573,True
1106,0.5760061181655113,0.7115728670785323,True
5343,0.5757456175323642,0.7106596443390497,True
2227,0.5756452877555712,0.7103079237596882,True
8564,0.5754944541487084,0.7097791546814666,True
2910,0.5752914409995823,0.7090674626523297,True
6609,0.5748561531864824,0.7075414981111303,False
1766,0.5744475468343567,0.7061090692999208,False
390,0.5744062204584917,0.7059641936974148,False
1032,0.5743907240731669,0.7059098688718382,False
9337,0.5742760484467295,0.7055078568365433,False
11138,0.5742717715663636,0.7054928636123156,False
2762,0.5738457576219133,0.7039994099622854,False
8625,0.5735094703917889,0.7028205063188008,False
1125,0.5734368273714231,0.7025658456783973,False
5011,0.5732052119122412,0.7017538841043107,False
9833,0.5730414957149155,0.7011799532373749,False
3038,0.5730035789436202,0.7010470304980468,False
11079,0.5728491444433804,0.700505637965999,False
11013,0.5726768799709013,0.6999017398810985,False
1888,0.5726337681998546,0.6997506053169187,False
384,0.5721617567346566,0.6980959006887274,False
7861,0.572058518956219,0.6977339856879692,False
10093,0.5715827718002796,0.6960661850542461,False
3967,0.5715084997769267,0.6958058137076824,False
3035,0.5714733490888249,0.6956825878740431,False
4616,0.5712921435802575,0.6950473456907744,False
1039,0.57123670522193,0.6948529984876503,False
173,0.5711844045644118,0.6946696509496479,False
2051,0.5708782631452365,0.6935964278172861,False
7418,0.5708192559300546,0.6933895694690101,False
2583,0.5707687845814331,0.693212634838577,False
566,0.5703871435328018,0.6918747368084665,False
4858,0.5697445500362501,0.6896220321366767,False
2892,0.5694010422951763,0.6884178159451568,False
9333,0.5690842694257179,0.6873073227223736,False
2720,0.5683299651306252,0.6846629996493503,False
2023,0.5683292430782649,0.6846604683901111,False
9640,0.5682767842255753,0.6844765662759987,False
3675,0.5682000810715562,0.6842076722483948,False
9455,0.5677857614049452,0.6827552145848838,False
1801,0.5677726487127192,0.6827092461410762,False
1338,0.5676918524920604,0.6824260032749135,False
6148,0.5673725342999308,0.6813065870544601,False
9528,0.5672367116160417,0.6808304409431566,False
2915,0.5666955845326124,0.678933441494182,False
3413,0.5666754502940397,0.6788628580016022,False
7465,0.5665993729660468,0.6785961578978718,False
1378,0.5665528415473988,0.6784330352632112,False
4128,0.5665413901375709,0.6783928906857195,False
3163,0.5665382636599153,0.67838193036499,False
5648,0.5659732793789892,0.6764012960511355,False
9203,0.5657907626193088,0.6757614570869719,False
3260,0.5655260939361039,0.674833622643686,False
9814,0.5654632620365846,0.6746133563099243,False
849,0.5653401948231166,0.6741819263495976,False
9869,0.5651059507452443,0.6733607497715686,False
8982,0.5650878675976,0.6732973566756261,False
10738,0.5649715673589222,0.6728896493265699,False
9307,0.5643079246245927,0.6705631534998212,False
7815,0.5639720917115364,0.6693858425306901,False
2571,0.5639412285389349,0.6692776472042844,False
1641,0.5637997267746955,0.6687815922534031,False
10365,0.5634368144250399,0.6675093503930257,False
10558,0.5633231997124849,0.6671110575451675,False
291,0.5630620091419497,0.666195416130137,False
4448,0.5630123475326612,0.6660213201583395,False
5283,0.5628540039246763,0.6654662236823098,False
7819,0.5628290174647693,0.6653786300243191,False
3754,0.5627408188922677,0.665069437140504,False
3713,0.5625557519027138,0.664420657975761,False
8073,0.5624041510191845,0.6638891990979378,False
1808,0.5620641269890998,0.6626971955603934,False
7795,0.5619788950040895,0.6623984024791547,False
9052,0.5614186830505972,0.6604344982510592,False
940,0.561348661009379,0.6601890258330734,False
4356,0.5613196387755771,0.6600872841845474,False
10670,0.5612851593574822,0.6599664115852453,False
2933,0.561228594011718,0.6597681135642595,False
405,0.5611910758871734,0.6596365883389158,False
8173,0.5611364726379874,0.6594451687319693,False
2322,0.5609042422502658,0.6586310514367286,False
2187,0.5608806059974616,0.6585481911255032,False
7857,0.5607847102676597,0.6582120147407615,False
5700,0.5606903443206989,0.657881201231572,False
4131,0.5606446018109891,0.6577208442315781,False
71,0.560598793276693,0.6575602557728242,False
7859,0.5604322514255148,0.6569764191666166,False
9491,0.5603023336389686,0.6565209735291,False
2162,0.5602732786714025,0.6564191171276174,False
3166,0.5602517966495562,0.6563438087853567,False
2995,0.56021642082836,0.6562197937150134,False
666,0.5599198071144214,0.6551799713347807,False
9236,0.5598640256583447,0.6549844213527509,False
3300,0.5597280088179507,0.6545075945976687,False
11053,0.5596375719378691,0.6541905550021,False
2035,0.5596320884439338,0.6541713318190578,False
211,0.559614737621792,0.6541105059963445,False
11111,0.5595650512009263,0.6539363230439655,False
2599,0.5594428621848441,0.6535079717319046,False
319,0.5591741527719702,0.6525659719248991,False
8998,0.55883622640918,0.6513813220641961,False
11186,0.5586463956833465,0.650715842931231,False
5927,0.5586358477676872,0.6506788656835448,False
456,0.5585896429588152,0.6505168880268092,False
5213,0.5584526709926906,0.6500367129399948,False
4715,0.5582532420541112,0.649337585880604,False
1466,0.5581996043977118,0.6491495512991722,False
3906,0.5578717586550772,0.6480002405140143,False
5622,0.5576611137450289,0.6472617942404355,False
1067,0.5575139381619513,0.6467458488949698,False
4462,0.5573959977390918,0.6463323916424545,False
4743,0.5573807430849353,0.646278914240537,False
2218,0.5573117610785039,0.6460370878152907,False
10343,0.5567847633789833,0.6441896209702276,False
1718,0.5566955346688138,0.6438768167894583,False
3999,0.5565324609685738,0.6433051382892119,False
212,0.5563970737236819,0.6428305186724472,False
8381,0.5558686346863565,0.64097799900873,False
8519,0.5557905460072778,0.6407042478221425,False
266,0.5554119398238092,0.6393769889518847,False
1953,0.5551691825785859,0.6385259682313827,False
10973,0.5551062022049281,0.6383051814000013,False
722,0.5549672128258283,0.6378179339794974,False
4320,0.5548276850070418,0.6373287989806038,False
10663,0.5545618394951114,0.6363968389935922,False
10361,0.554509552669785,0.6362135399463439,False
2633,0.5544397645203089,0.635968887469772,False
5066,0.5544356838347281,0.6359545820348099,False
10451,0.5543412467986187,0.6356235193123033,False
655,0.5543225969468247,0.6355581395527975,False
2144,0.5543116380546494,0.6355197215673473,False
7520,0.5541663427779833,0.6350103679086326,False
500,0.5541217833565125,0.6348541583959966,False
311,0.5541182225643039,0.6348416755226299,False
1978,0.553823070657396,0.6338069777188909,False
10411,0.5536930122083826,0.6333510389687007,False
2086,0.553419279156685,0.6323914280674209,False
1091,0.5533652499873176,0.6322020209805146,False
2392,0.5532935453304834,0.6319506499095243,False
4784,0.553261539802993,0.6318384498924254,False
9093,0.5531609264274977,0.631485735116694,False
2598,0.5531516874503594,0.6314533465427763,False
5591,0.5531066427372582,0.6312954357699674,False
2371,0.5529616833813981,0.6307872597303436,False
7824,0.5529502085033317,0.6307470328815392,False
1934,0.5527732905020513,0.6301268211767107,False
5868,0.5525468471723756,0.6293329912525153,False
2126,0.5523149171107413,0.6285199267939181,False
10644,0.551923005742905,0.6271460246707405,False
10404,0.5519158783692877,0.6271210386291273,False
1330,0.5516744883151835,0.6262748107953224,False
3616,0.5515826417053096,0.6259528291875699,False
7614,0.5515264086685743,0.6257556961240666,False
2346,0.5514764440025222,0.6255805377428442,False
5313,0.5513670109837201,0.6251969044287408,False
4079,0.5511605538263218,0.6244731389292588,False
4081,0.5510814004366356,0.6241956552452641,False
3859,0.5509726561498618,0.6238144363811451,False
867,0.550967326863202,0.6237957537940662,False
